#Accession	NCBI-taxid (-1 = withdrawn)
10327885	445696
5075841	53988
1461018	12657
15041915	1195072
8746263	694581
2658695	37131
14012550	1127515
5141456	161494
14006936	37105
4157986	373415
2943601	38804
16187524	1195085
14446070	1269028
14295657	1206558
7057082	566270
12978990	1183239
14007501	936152
912254	10651
16797546	1327993
14017305	941970
6469764	546182
14016215	1204516
949331	192584
10351544	867696
7804613	307467
11256975	1094892
15012558	754058
4960827	432587
6920686	546805
2776840	10464
11538176	445692
14011990	1161931
5076136	260797
988039	188141
1489098	225725
16547230	1340709
2732853	10702
15613842	1293572
14008036	1052121
15302038	1204538
13997558	1141138
2658191	227470
3197095	262968
10327510	444859
5525565	458639
11294482	906669
12978581	1112008
1724993	35254
11459615	1109710
5176365	1307956
13828837	1141133
3431486	320432
921166	10397
14008075	1052121
10323492	260149
14013947	1137745
5758965	480808
5130394	55510
14011072	1073767
949289	192584
3294271	268746
11605486	1105171
12978585	1112008
10328316	444878
15613016	10288
14181834	1229755
7070021	565140
1497318	36363
3562373	337828
935322	180170
5142568	331627
16836105	1206545
6295428	523909
11258187	889338
12979705	1162295
14675280	1087482
14006911	37105
7943845	538979
3342395	279383
6803917	552525
3562311	337826
16575371	1382932
912134	98383
3077551	10359
16385214	948071
3342409	279383
1463331	170617
15486260	146015
7040102	348823
3773046	12336
13405859	1161906
6197840	267970
11467917	335797
5130587	382685
13994357	1141137
11538016	444875
16194963	1283071
12980015	1173297
17427067	1408129
16838185	1173766
14516015	1204533
918487	146499
8207489	658401
1449967	83191
3101692	294631
14297590	1188794
10327978	445696
15012824	755272
13826643	1237159
1486653	10261
14013708	1051675
14182061	1147151
16045642	754053
2943388	249151
16691828	1233488
14005528	1079998
5220122	393598
988052	40687
13996034	1211643
14516940	1091052
1670230	10273
7803523	10693
5176097	10455
3953013	343516
932433	10276
935348	180170
2732827	10702
10323909	910474
12978944	1183239
15957258	1282995
935440	39443
4525340	307240
9861556	879630
13165577	765765
8683522	150286
8683945	663241
15009866	754048
11257373	1094892
15010580	889955
2943618	38804
12980144	1161901
14445690	1269028
13994344	1141137
14006848	942016
1497282	35593
2777584	10726
1497306	36363
10511613	753084
6186729	512792
5656088	300186
14006404	483266
3239056	10386
5141895	1307957
14542781	1235314
1261688	40631
13993833	1141136
11117480	1054968
14006744	881915
14010502	1051676
17494446	424949
8683803	663557
11541373	1109715
10324313	866889
1497326	36363
8303479	555387
13994555	1141140
5228143	347324
15010237	754067
918507	37108
16414346	1301279
15009439	754037
10062126	470214
16193374	1262532
5309187	446529
16836097	1206545
5247159	406340
5141754	328615
11295020	909297
2656968	50294
16796791	1327977
8683512	150286
8763949	36355
14017057	1198013
10191521	932069
2700166	44088
5951076	503388
2715869	10719
4155857	364745
16193754	1273748
10399535	764562
2943427	249151
11117468	1054968
3890530	28288
921178	10397
7559131	590403
13036668	160843
6449986	543152
9712919	329381
15010809	754052
2753548	230158
1486554	10255
2943232	174142
6964566	560178
15926576	115992
9934506	707546
3190330	10317
15311868	573171
10326691	444860
17503355	1354510
4363391	1285600
2658948	229149
14697177	1283077
16797467	1327990
10358719	582345
14181764	1229755
5601837	330398
5247132	406340
16547672	1340820
13097026	706526
922317	176106
11295039	1105286
16796696	1327974
10061835	936005
5983619	391228
14181299	1239383
1261645	40631
11763535	1115696
14515948	1264700
1494767	28321
2769168	235266
6325587	192203
2943175	49891
3260359	238854
8746354	694581
5179491	389214
6128899	424716
2717139	139872
4306210	113370
16385049	1262535
16213766	1327765
5656680	99000
9926168	709484
10100679	938131
16213785	1327765
918426	10506
13829049	57477
10020109	880159
15957240	1282995
16199659	1300004
10323550	260149
14297603	1188794
14445935	1269028
17503376	1354510
4484369	340435
5076048	260797
2943684	38804
13997178	1239382
16414233	994995
14297447	981335
15613851	1293572
9989636	67761
4960733	431894
16199650	1300004
16414489	1301279
17503607	39103
932326	88870
10511747	562742
4818442	423476
921184	10397
10963828	68347
10526562	1520002
3197189	280701
16397177	1208587
16185745	929835
919882	12345
1262892	31535
4363360	1285600
16213108	1327760
4606050	416419
4156987	373406
13828650	1141133
16212865	1327036
16191525	1235824
14297606	1188794
12979138	1114179
1486555	10255
10329042	444861
3077423	10359
10323556	260149
8684423	655097
12979933	1173297
16479736	1367205
5076260	261726
4306186	113370
5176249	1307956
3837438	10398
1449788	83191
5141375	161494
4157030	373406
16880813	1327968
4363396	1285600
10399582	998829
16187689	1195085
11536091	994601
14013583	1204543
1260504	148943
3778820	355246
5601831	330398
1461331	157924
5076531	311229
10329590	445688
16187691	1195085
912160	98383
13994514	1141140
12980232	1129194
1487616	10331
1258939	204090
13828252	1604355
8676517	673837
5955616	128975
8207411	658401
1725070	35254
14013245	1141132
11295058	1105286
9926385	709484
5745454	384848
16045347	754039
3342493	101570
14536699	33706
14857912	11272
14007188	947980
9925718	762660
16214538	1327776
1733025	176652
14012501	1128071
4363313	1285600
8683830	663557
6965887	208013
920264	151535
5228155	347324
4156312	345201
11467888	335797
2715744	10454
956309	37124
7874804	490913
14536720	33706
5896728	484895
16606997	1349410
5176501	59376
16796985	1327981
14515268	1116482
16546477	1340821
16207285	1315956
14182209	1147155
13826655	1204524
4156350	345201
14010895	1190451
2716638	10761
5656077	300186
8223402	104388
5850478	490711
14006970	929814
15312516	573174
5076079	260797
5470443	322019
3294354	268746
9830368	645664
940284	79700
1487320	10310
10511814	562742
14006342	508419
10323801	942165
12980016	1173297
2700170	44088
13997100	1245909
14016566	1204516
15012115	869662
6449736	532075
5176110	10455
4811452	10390
2948212	261939
11537317	1124849
988155	223307
16193355	1262532
921181	10397
1261213	10857
10328338	444878
15926729	115992
15012665	754058
16187526	1195085
955906	106331
15765928	251749
16547666	1340820
4157962	373415
1261720	77048
9086724	754004
11467997	1714272
9713018	764348
14697528	1283078
1488586	10449
991133	33726
9926010	760732
1261393	66797
10020108	880159
13466452	1223561
16574595	1341019
14297291	1029988
5130294	55510
5177003	326574
13826482	1235559
951373	157898
16796700	1327974
16511691	1325731
1259308	205872
11541254	1109717
3654884	181082
5176545	185954
13993701	1141135
16207297	1315956
4156305	345201
14007260	941058
5076109	260797
14011010	1190451
16185690	929834
15613832	1293572
2700599	188350
14011362	317878
5659043	46021
2943667	38804
14012924	1147094
5176960	326574
5658869	46021
16045328	754039
6492632	526118
2846170	279303
9887737	693272
15010216	754067
2769175	235266
1481775	194966
8673603	693582
14007285	941058
10894599	943335
10020235	880162
16479681	1367205
9887882	693272
16906078	1352230
5955602	128975
951318	114777
2949802	45455
4363371	1285600
6654047	10704
2667814	12402
16045381	754039
7256721	557393
14012028	1161931
1261009	46014
5247093	470314
16489422	1367203
10358788	582345
1487667	10335
3974441	320122
5309157	446529
5075844	55097
17428741	1352289
2947820	10493
6964538	560178
16511758	1349409
14536702	33706
951386	157898
932116	10273
8683846	663557
1258831	197783
15011522	754044
14516195	1204533
4179170	204507
8763953	36355
7070018	565140
11476651	70177
10618789	1026955
5123519	437329
9924840	212035
2777452	10678
16385114	1229751
9925843	762660
11541468	1109714
13994553	1141140
15011075	754042
1449945	83191
10146724	931209
921703	12049
14516123	1204533
11464110	50290
11541475	1109712
7751245	411854
12977936	84739
5470102	399781
14536638	33706
14297169	1029988
4397429	379329
14005352	1079999
14536724	33706
1258211	169683
11175053	1081054
14007490	947981
4484245	315953
10329463	445688
10511799	562742
6295451	523909
16511530	207656
10323632	260149
10963890	68347
13828822	1141133
14182159	1147155
13246806	558690
11273164	595895
10019955	880159
2545255	10820
2744097	77775
14857905	318844
5076772	370623
10358957	881953
15009986	756282
7751231	411854
11295050	1105286
9711446	861044
2717135	139872
955844	173443
15613079	10288
920555	35246
6921360	546807
4642926	1307954
3260306	238854
5220390	12348
11538123	445693
3260271	238854
1258864	225588
6186720	512792
10358660	59241
14012422	1127516
14515726	1236000
5950921	379529
15312085	536444
16414496	1301279
1460996	130760
7804639	307467
14697252	1273741
7750899	632112
14007144	947980
13791597	1134579
16045268	754038
3964401	373126
10329006	444861
11669814	1115478
12978673	1112008
1259247	205870
8684341	655098
5955746	129862
5219900	37127
13996975	10732
10323858	910473
10359149	857312
3077487	10359
8303264	555387
5601952	388452
13826820	1204539
5309175	446529
5247145	406340
3974351	31508
16797513	1327990
1440693	47903
14013350	1150989
15010848	754074
10511754	562742
2744180	255131
6920695	546805
14006782	942016
8684250	686439
6803950	552525
14005379	1079999
5309196	446529
10326919	445700
13828559	1150869
16479669	1367205
14012637	1147094
2715820	10454
15926472	115992
3294292	268746
3294712	268748
5176293	1307956
2943616	38804
16207338	1315956
13997568	1141138
1262193	12417
6940874	563122
5950882	379529
9711379	871584
1260310	205880
6216292	491003
9711359	871584
6449748	532075
10100725	931972
8676767	693629
9384391	697227
7751046	632112
921349	28289
10511646	753084
5797445	451705
6653994	10704
15010081	754075
4818293	417280
6870712	551790
15012220	869662
15013187	754072
14011417	317878
15766260	251749
5696442	242527
8763991	36355
7804575	307467
1494635	28321
13827136	1177632
7755265	634168
13996945	10732
10327891	445696
5601942	388452
14296804	1206557
2943170	45219
2546006	75320
7020925	340054
7956357	644007
11763552	1115696
955752	209052
13995168	1211640
14445849	1269028
11537912	1109711
15042058	547228
16212695	1325953
14006833	942016
5845807	1785753
15088810	1307803
13827149	1177632
16547379	1340713
15009943	756282
14697567	1283079
16193493	1273746
11117544	1054968
16193596	1273746
8097610	372457
10351462	867696
10324390	910475
1725558	52274
2948331	279530
16881405	1328030
16385232	948071
14013166	1127514
16512319	1349409
956542	11520
5076629	322855
7011853	305676
16511498	207656
5133094	320840
14857923	38766
2943350	249151
3293822	10366
13828253	1604355
14297005	1147137
15311872	573171
13993808	1141136
16193653	1273747
1486747	10261
5141413	161494
6921124	546806
14182213	1147155
13827748	1604356
5797886	346882
5184230	359919
1444479	56144
940171	29255
15041867	1195072
14296274	1147044
3654750	181082
14516885	1123964
5309164	446529
951694	51369
14340215	101850
2947621	10258
10618948	1026955
955681	175950
944664	10266
7943910	644524
8676815	693627
5220401	12348
1489231	337043
13997509	1239384
921411	28289
13828079	1136731
4432049	270161
2948333	279530
5133171	320841
6449728	532075
5601383	40522
10351188	925986
5797420	451705
932291	88870
15009977	756282
10399624	999883
14296716	1206557
11294745	331278
6904189	557289
5850549	493906
5133196	320841
3342364	279383
4156056	342564
7047353	573591
5658816	46021
9231104	915429
2700346	44088
10358829	881953
14297635	1188794
920761	37665
13165462	765765
1497327	36363
4525343	307240
13994679	1204537
6369803	482058
14017135	749413
5141331	85655
14181833	1229755
13997123	1239381
17427061	1408129
15926805	115992
956011	120574
10020267	880162
10328485	445684
16691807	1233488
14697189	1283077
11948297	1156722
5601941	388452
15012481	754058
10329111	444861
5850506	490711
1460787	122291
16187730	1195085
10358839	881953
10020121	880162
1260096	205879
5659565	46021
10020189	880162
12980219	1129194
2703531	10710
11538125	445693
2947705	10258
951407	157899
2658320	242527
14017107	1198013
8683833	663557
2717102	139870
10324351	910475
9845983	873160
5470981	322019
12978751	1112008
16199580	1300004
14498976	1206110
3101718	294631
14296728	1206557
16796813	1327977
7865935	640862
2658199	227470
5075957	187764
15613598	1293539
920312	151536
14012744	1147094
14697596	1283076
14006841	942016
10228715	979533
956041	194802
14011300	317858
11459338	217615
13165066	1049283
14016701	1161935
10328550	445684
932479	10276
5142446	128710
11945622	1159907
14182080	1147151
14007485	947981
5950688	467481
11948290	1156722
12730453	940834
13997298	1204534
16193671	1273747
8097603	372457
1489281	10589
10399491	190063
16880997	1327971
16385245	948071
7901592	644610
13997715	1141138
9711542	861045
2744173	255131
5123560	437329
11295043	1105286
10323731	864178
16606476	1349410
944599	10266
10326874	444860
13997536	1239384
16186412	1007869
16194975	1283071
12978675	1112008
11107288	1076255
929712	103807
15012468	754046
15312045	536444
15012667	754058
15009524	754037
8684340	655098
1494062	12235
14182488	1229754
11605075	1100790
3160801	11207
8746259	694581
4484379	340435
10511781	562742
918515	37108
5219912	57483
9086636	687364
2732818	10702
12980355	1183241
5797963	346883
1258269	169683
7778924	573199
14012014	1161931
991126	33724
932394	10276
951302	114777
10722915	283675
15011066	754042
13827199	1177632
2947821	10493
16216109	1324959
2776889	10464
4156943	373405
940377	79700
12980172	1129194
14012844	1147094
1732691	114102
3293879	10366
5184151	359919
6470098	546185
14254600	1335626
16045428	754039
13994037	1141136
935804	190478
1261698	40631
8463074	642926
5179557	419435
5076106	260797
6870731	551790
10618659	1032362
11460046	50292
2948459	130499
1487305	10310
1258930	204086
16207313	1315956
11117501	1054968
7943837	538979
5656084	300186
16747457	109993
10358698	582345
14182111	1147144
5141801	328615
14006556	926589
1733767	220638
16548005	1340826
10326745	444860
10511598	753084
11536509	1128424
6998191	559189
16547924	1340836
14016961	1198013
5660273	380598
1260114	205879
13829338	1229752
5176946	320831
3197107	262968
15766261	251749
16194745	1273755
14340142	101850
15312439	573174
5745502	384848
921587	376849
15088796	1286141
10574451	882768
11536690	764595
11467894	335797
12979445	1161927
13828492	1126950
11538203	1128118
2744026	77775
5141467	161494
14013233	1141132
5176420	59376
12979066	1187128
951329	114777
4643005	1307954
16796872	1327977
1488875	10497
7057101	566270
16880934	1327970
16574888	1335230
1724700	11660
10328516	445684
2636300	10677
14011334	317878
14516829	1123964
16797433	1327990
963858	12451
5141643	316983
7943398	576790
2753556	230158
2672864	12402
4156236	345201
10351335	743813
911840	104263
16194398	1273752
920277	151535
14011239	317858
16185615	929833
13829113	57477
14438966	1276184
15956821	536453
6989667	504346
4484286	315953
15011630	929832
13829143	57477
955370	10778
14543646	1235314
956038	194802
2559565	242861
5141906	1307957
2943828	74660
932069	10273
14010492	1051676
6989627	504346
16193647	1273747
1488488	10449
6904204	557289
944501	28350
14515303	1116482
1487969	32603
3294578	268747
4306157	113370
5525647	458639
16253901	1173749
1490009	11723
16212827	1327035
7871783	111874
1262949	31535
14005780	1124654
16797081	1327982
12977958	84739
15614157	1293540
929691	103807
984344	205908
10191536	932070
16796669	1327974
10327600	444859
10973870	189830
10326885	444860
14181804	1229755
7871880	641487
6435242	537874
932320	88870
918656	132475
12218723	990303
8223370	104388
8454346	545259
15926831	115992
6446517	10756
11256745	1094892
13826769	1204539
11117777	696069
5758963	480808
12979682	1162295
15956739	536453
1261205	10857
10358700	582345
16045234	754038
14515233	1116482
15012391	754046
16397105	1208587
16045289	754038
11175072	1081055
10329581	445688
16045547	754051
955305	10724
14007487	947981
3974266	31508
935454	188763
13994341	1141137
16511427	207656
14517065	1091052
16194291	1273751
10324156	977927
14516693	1229753
16186217	1007869
6450061	543153
1260485	148943
1463346	170617
5133142	320840
14011089	1073767
8223328	104388
13829164	57477
16546106	1340819
11107130	252584
5950894	379529
5950832	379529
11464175	50290
11605097	1100790
14013838	1137745
10328056	445696
8676781	693629
14297285	1029988
8683827	663557
16906076	1352230
5955615	128975
3197316	294382
1486818	10261
4961450	37296
8887764	745177
16797390	1327990
11536780	764595
14515750	1188795
11467898	335797
4156300	345201
4156252	345201
1263032	35238
5228171	347324
1733766	220638
7067619	318854
9861601	879630
2942912	31757
13994499	1141140
10327852	444862
2777933	255431
16193676	1273747
8463152	642926
1487089	10280
3725958	348137
912022	262177
14038998	1261657
2777454	10678
2717124	139870
13828345	1126950
1260389	148943
6870736	551790
11266471	180230
8676773	693629
2943152	40051
16575435	1382932
12301906	977801
1732749	126070
14206457	1129191
8746278	694581
1487017	10280
16606478	1349410
922248	46242
7138864	445217
5845782	1785753
921756	49964
14012449	1127516
2947914	129727
1486992	10271
15010746	754052
9714827	864596
4179151	204507
11541512	1109712
15011178	754042
5142308	400567
11536033	994601
9926262	709484
6386416	204873
14515271	1116482
8684295	655098
911936	35250
7256799	557393
9887482	693272
11605338	1131315
14013291	1150989
9829318	10353
934942	154334
14697615	1283076
991197	42475
11467998	1714272
14013211	1127514
3882223	246280
14340199	101850
921172	10397
4818345	417280
16836107	1206545
7256802	557393
9480578	160358
6920894	546805
10322497	981330
2943377	249151
5950647	467481
4157000	373406
9925119	212035
5601789	330397
11117562	1054968
8303377	555387
14477303	1262528
920853	35241
15012930	755272
955981	120574
3974366	31508
16045539	754051
10894559	1035662
16045551	754051
16214563	1327776
11258196	889338
16212684	1325953
15312257	536474
14296631	1231048
7853574	641832
14013376	1150989
1486986	10271
1486769	10261
13405836	1161906
1486815	10261
4818286	417280
13828220	1604355
940194	35289
11536258	700512
1258467	169683
16186329	1007869
12216919	380160
14697608	1283076
16797415	1327990
10327640	444862
14217091	1234701
16194879	1282994
11605026	1129145
926732	90961
16880857	1327970
8462968	642926
4643034	1307954
7565067	624134
17401036	1408258
5601966	388452
1461330	157924
13826631	1237159
7067618	318854
10172646	190065
5601570	40523
6940325	561996
16185683	929834
6940740	563121
9711395	871584
13826613	1237159
1450461	85618
2846133	279303
13828127	1136731
2776850	10464
13826816	1204539
16194337	1273751
932773	151528
16546563	1340830
5075660	10752
16205378	1309583
10323774	864178
14039050	1261657
7256822	557393
14011961	1161931
5660165	380598
4960835	432587
955531	52979
5142537	331627
1489189	225726
15012540	754058
956657	12286
16205385	1309583
9926631	760939
14697746	1283076
4363424	1285600
7943214	576789
1489212	225726
11257159	1094892
1497290	36363
956564	11595
15009387	889950
11447611	1100814
14296814	1206557
11040987	651580
8684393	655097
14008168	1124578
3345694	291590
6446524	10756
11945668	1159908
16488739	1370094
995326	76343
13165444	765765
16796663	1327974
3964378	373126
15311759	573173
11464119	50290
6779537	551895
7871784	111874
16797569	1327993
8676495	673837
4156065	342564
4239093	382359
15010800	754052
4155877	364745
7070073	491893
15486198	146015
14013580	1204543
6740924	496874
15010895	754074
4484489	340435
14340161	101850
9397985	762906
13853675	1241371
5076220	261726
11541336	1109713
921053	35345
5237055	347328
15010259	754067
2650876	72750
15010225	754067
1487577	10331
15383007	1324794
13165557	765765
5176987	326574
6779510	551895
13827216	1177632
935344	180170
8683510	150286
10897027	981323
921717	49964
935501	188763
10328558	445684
929689	103807
7057154	566270
11294820	331278
9924772	212035
15009959	756282
3294741	268748
5470841	322019
16194142	1273749
13164829	1194641
16185736	929835
14006826	942016
11256811	1094892
7871751	111874
13997324	1204534
1493985	12162
15042097	547228
16187286	1173743
5176517	59376
15013097	754041
16187630	1195085
5601878	330399
1725028	35254
11464196	50290
3964410	373126
15042055	547228
935130	142661
16797143	1327983
15010880	754074
2716685	12166
16194944	1283071
5470109	399781
14011442	317878
5758891	480808
5133190	320841
9926560	760939
13997354	1204535
1260220	205880
3238820	39640
935277	12056
14010714	1054480
15926515	115992
16186338	1007869
11536574	1069378
2715759	10454
4155949	364745
921436	28289
16385290	1337877
5129827	437444
1488403	10401
11117546	1054968
10228622	979525
1486710	10261
11605032	1129145
1262633	112023
9711653	861047
5076266	261726
2717123	139870
16414371	1301279
16548000	1340826
5176714	273133
3294358	268746
2943406	249151
5176011	10455
8676072	674082
14564338	764595
7944101	576791
16479713	1367205
13827698	1225800
6218813	475178
11464188	50290
10351138	925986
11536028	994601
4155859	364745
7047315	573591
7750968	632112
2947932	129727
7853603	641832
956215	196375
6804887	39420
14697500	1283078
14006760	881915
14007525	936152
8683856	663557
16151512	1262530
3654729	181082
4606083	416419
5950846	379529
14297595	1188794
13853685	1241371
1486611	10261
2715751	10454
5075908	145856
5179613	419435
4484382	340435
11464190	50290
5687510	386793
11536763	764595
14011159	1051673
17494428	424949
9861685	879630
10358720	582345
14295984	1206559
5601851	330398
14011123	1051673
11459639	1109710
955553	52979
6965816	208013
4643162	398839
1684917	10385
5142552	331627
16213955	1327770
955225	10717
11669826	1115478
940330	79700
16185628	929833
5950699	467481
955366	10778
14016434	1204516
2930875	40050
1259431	205874
14206472	1129191
10192214	1605972
15010529	754049
1449659	75914
15013681	382262
16253914	1173749
9861538	879630
4960873	432587
949277	192584
10329314	445685
16214677	1327777
911728	11303
5955753	129862
11040007	647294
929650	82676
11117528	1054968
10399530	764562
1260097	205879
16187740	1195085
14006443	10689
7256777	557393
16045669	754053
4156062	342564
10323784	942165
956646	12280
8746329	694581
9829316	10353
3725977	348137
5133132	320840
10021503	700939
13998059	1141141
2845962	264729
7057083	566270
13828670	1141133
5228165	347324
12979703	1162295
920321	151536
5797912	346883
3776071	311229
10324374	910475
10399895	999883
922074	51313
6654084	10704
5950670	467481
8684391	655097
15550217	172861
11041143	699370
14517147	1154689
5176954	326574
17494541	424947
13993579	1141135
14012031	1161931
5142544	331627
3260302	238854
5075930	185955
3346390	305674
7750928	632112
3345734	310539
2744172	255131
12978999	1187128
16575389	1382932
12980183	1129194
1497197	33708
14008054	1052121
8676801	693629
918291	10506
15041478	1198014
956498	10991
4157076	373406
951728	51369
16797273	1327985
14697174	1283077
11447657	1100814
4960862	432587
2641839	215158
10351295	743813
2947791	10493
15013260	756285
5141608	292639
16385257	948071
10328306	444878
2948224	261939
1489595	10796
1494424	12470
1487599	10331
14011099	1073767
14016736	1161935
929341	179237
14006965	929814
5179286	365048
5219975	245685
16213972	1327770
11468032	1714272
12979210	1161927
10019997	880159
5123501	437329
16214227	1327773
3197127	262968
3953004	343516
3021968	285013
15766013	251749
16045345	754039
2952800	47929
11117630	1054461
13994326	1141137
10963794	68347
9994789	887825
14013934	1137745
2777947	255431
3882222	246280
16182876	1335638
14515730	1236000
11743831	1144379
5658820	46021
16193531	1273746
932045	12041
1487676	10335
10618624	1032362
14010500	1051676
1403312	333767
13165535	765765
11266680	1094249
14297649	984175
921244	10397
12978657	1112008
5142321	400567
3562383	337828
15009840	754048
1494805	28321
1461024	12657
7943849	538979
1733651	207830
16187429	1195071
16045492	754039
4187203	328430
13995240	1211640
5797409	451705
14012881	1147094
1259379	205872
956189	1714273
1260379	148943
16575258	1340818
10973933	1050407
16193677	1273747
14016763	1221835
5469997	399781
16194260	1273750
3707537	10245
5741072	675077
2700392	44088
14498968	1206110
13828231	1604355
15042087	547228
11541328	1109713
12977905	84739
14006812	942016
9978874	519497
1488464	10449
9712933	329381
1461306	157924
2943332	247269
8303312	555387
11447737	1105327
15010769	754052
16185664	929833
10358687	582345
14005605	1079998
2947649	10258
5184212	359919
2943422	249151
5076804	370623
11605077	1100790
11605209	1129146
988146	223303
15012865	755272
8683891	663241
1684903	10385
12979057	1187128
14296995	1147137
14516928	1091052
15010508	754049
3238871	39640
14297434	981335
10351297	743813
9711494	861044
920552	35246
6372524	198110
14005343	1079999
14016699	1161935
11294075	944969
11536214	700512
5729538	309181
3289475	10372
2979030	256729
1461057	12657
16834867	1354507
14182255	1147147
16691801	1233488
944439	31749
1494422	12470
4156304	345201
955884	106331
14181772	1229755
920904	35241
14012018	1161931
14698228	1131316
6336086	311228
7874860	490912
1260932	10658
5141246	85655
10358653	59241
14012700	1147094
2949757	45455
3293905	10366
13997264	1245890
12983983	1070413
12979707	1162295
8303652	283824
1257745	198539
15302115	1305710
13405847	1161906
16207296	1315956
14697201	1283077
11460021	50292
11294916	331278
16574816	1335230
10020141	880162
4484233	315953
6000100	365150
10322480	981330
14181774	1229755
16546180	1383059
15613022	10288
1260248	205880
1732933	172667
1440679	47736
929318	179237
6450104	543153
14017153	749413
10358861	881953
10618639	1032362
15486278	146015
15486226	146015
10399520	764562
16187278	1173743
14445931	1269028
3192585	151599
15011010	754042
14181992	1147152
6446511	10756
14295522	1206558
6940792	563121
6216253	491003
5797927	346883
8223397	104388
16836403	1340827
3197367	298338
14011160	1051673
16796990	1327981
11541385	1109715
5076812	379892
3974510	320122
921401	28289
1493995	12167
7057112	566270
8797252	129726
2672856	12402
2947690	10258
5179580	419435
11541433	1109714
14011803	1131317
14697488	1283078
1488706	271108
1488485	10449
7943246	576789
8763934	36355
5247151	406340
3707675	10245
9924580	212035
14017230	1147140
2769186	235266
10498811	1002725
922123	46242
14340098	101850
14013905	1137745
15041561	1298531
7871779	111874
5130420	55510
1487333	10310
1258865	225588
15011552	889953
10228753	979533
8764019	36355
14038993	1261657
911986	262177
16253888	1173749
1461307	157924
8676310	663554
12979185	1114179
14340201	101850
1261088	10680
4484466	340435
6653990	10704
16186299	1007869
4238992	382359
5797934	346883
14011065	1190451
6904196	557289
5955641	128975
1449954	83191
14297003	1147137
940217	31742
920443	151538
1489878	11307
7871864	641487
15009189	885867
15012419	754046
5142411	128708
1449952	83191
11447589	1100814
14012437	1127516
14206480	1129191
16836246	1340831
1485878	10243
16880804	1327968
9926247	709484
11294466	906669
16359960	1327972
17503330	1354510
15011893	754043
3239043	10386
3197157	262968
7011372	28875
16691789	1233488
1259249	205870
14445253	1087068
10358810	582345
6870732	551790
993328	47416
14006385	483266
6804860	39420
4239181	382359
16212485	1325371
14516770	1264737
10322485	981330
6804814	39420
9086635	687364
13828316	1126950
16547639	1340820
11257359	1094892
2845938	264729
16205204	1307804
956501	10991
6804885	39420
12301878	977801
14010838	1190451
1725562	53181
14675261	1087482
10327175	445683
4484288	315953
5237046	347327
2637455	172667
10618683	1026955
14675531	979726
14182062	1147151
10618776	1026955
5745488	384848
15957263	1282995
11107322	1076255
11258155	889338
8763998	36355
10020205	880162
14697348	1273742
2942972	31757
11117498	1054968
6804900	39420
13994487	1141140
16385250	948071
7943871	538979
14340226	101850
11605017	1129145
3197485	298338
14010363	1054834
12730456	940834
16796870	1327977
11747893	930275
2776848	10464
14515736	1188795
955386	10561
10399999	999883
5075657	10752
5076797	370623
14006863	37105
935270	35350
14516802	1264737
1489447	10616
4156293	345201
16045662	754053
10511639	753084
929315	179237
15152052	1282967
6920702	546805
7047239	92521
9711610	861047
10328722	445686
4783429	10320
11536147	1109721
2942984	31757
11605011	1129145
4306253	113370
7067616	318854
15613468	1293539
10328169	444878
14012572	1127515
2777663	10726
6965926	208013
14697696	1283076
921936	130556
11536066	994601
2952519	10345
15011474	754044
10358639	59241
11295071	1105286
11294314	944969
917939	10506
4484365	340435
16194817	1277672
929334	179237
3077270	206160
14296684	1206557
5176310	1307956
15009841	754048
13827383	1204525
11459993	50292
3345726	310539
14016490	1204516
16880946	1327970
5176626	273133
11467988	668618
1258272	169683
1727389	70600
2846134	279303
3416881	328670
2715731	10454
5601935	388452
13853656	1241371
11536534	1128424
14296749	1206557
12980164	1129194
2947721	10258
14297478	981335
16045679	754066
5745529	384848
16575347	1076630
11447598	1100814
13997109	1245909
14013175	1127514
14697184	1283077
2744125	255131
14516722	1229753
6804892	39420
7047298	92521
16880917	1327970
8684439	655097
10271082	981330
11294060	944969
3197290	294382
16574691	1335230
949191	114430
1258534	90410
3077459	10359
5469796	399781
14007199	941058
3776070	311229
16547811	1383054
13842607	166056
15010378	889956
15010521	754049
4960836	432587
10323726	864178
5228339	376852
929325	179237
10329422	445688
15311935	573175
13165417	11024
5179555	419435
14498997	1206110
6989634	504346
6920721	546805
14016739	1161935
14011375	317878
14296763	1206557
5955740	129862
11604960	1125653
6989628	504346
2943156	40051
940311	79700
8676842	693628
16797559	1327993
5758819	469660
4961477	37296
6760338	543939
4525362	307240
14011175	317858
13996036	1211643
5601671	330396
16607478	1349410
5219971	245685
16213126	1327760
1262891	31535
16797533	1327993
15613358	1293539
2559589	242861
11605453	1105171
16194637	1273754
13993658	1141135
14011179	317858
2776808	10464
16193622	1273747
5850454	490711
9861694	879630
7902290	38420
3562348	337828
3416231	115991
16205081	1307804
10963835	68347
7943239	576789
11294999	909297
9122082	759701
13826775	1204539
14013323	1150989
1733016	176652
6904167	557289
9925708	762660
15613786	1293572
8676740	673835
3678223	265294
11541280	1109713
14011077	1073767
932293	88870
4179179	204507
5687473	386793
14005574	1079998
2947926	129727
14013791	1051675
16548039	1340826
10020232	880162
15152050	1282967
3260400	238854
929718	103807
11748030	930275
1724789	12161
4961432	37296
15013624	536466
7095334	367121
16548188	1383056
15011518	754044
920666	37665
13828995	57477
3239095	10386
5470192	322019
922117	46242
10618841	1026955
5142500	329254
10351608	867696
13997398	1204535
1727394	70600
2948268	261939
6965785	208013
9538296	11588
5741068	675077
